@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
3713,2543,0,31650,24054,0.568182,1,0.074372,1,0.925628,0.138447,0.587035,1.703477,0
3714,2543,0,31649,24055,0.568164,1,0.074374,1,0.925626,0.138451,0.587017,1.703527,0
3715,2543,0,31648,24056,0.568146,1,0.074376,1,0.925624,0.138455,0.587,1.703577,0
3716,2543,0,31647,24057,0.568128,1,0.074378,1,0.925622,0.138459,0.586983,1.703627,0
3717,2543,0,31646,24058,0.56811,1,0.074381,1,0.925619,0.138462,0.586966,1.703677,0
3718,2543,0,31645,24059,0.568092,1,0.074383,1,0.925617,0.138466,0.586949,1.703726,0
3719,2543,0,31644,24060,0.568074,1,0.074385,1,0.925615,0.13847,0.586932,1.703776,0
3720,2543,0,31643,24061,0.568056,1,0.074387,1,0.925613,0.138474,0.586914,1.703826,0
3721,2543,0,31642,24062,0.568038,1,0.074389,1,0.925611,0.138477,0.586897,1.703876,0
3722,2543,0,31641,24063,0.56802,1,0.074392,1,0.925608,0.138481,0.58688,1.703926,0
3723,2543,0,31640,24064,0.568002,1,0.074394,1,0.925606,0.138485,0.586863,1.703976,0
3724,2543,0,31639,24065,0.567984,1,0.074396,1,0.925604,0.138489,0.586846,1.704026,0
3725,2543,0,31638,24066,0.567966,1,0.074398,1,0.925602,0.138493,0.586829,1.704075,0
3726,2543,0,31637,24067,0.567948,1,0.0744,1,0.9256,0.138496,0.586811,1.704125,0
3727,2543,0,31636,24068,0.56793,1,0.074402,1,0.925598,0.1385,0.586794,1.704175,0
3728,2543,0,31635,24069,0.567913,1,0.074405,1,0.925595,0.138504,0.586777,1.704225,0
3729,2543,0,31634,24070,0.567895,1,0.074407,1,0.925593,0.138508,0.58676,1.704275,0
3730,2543,0,31633,24071,0.567877,1,0.074409,1,0.925591,0.138511,0.586743,1.704325,0
3731,2543,0,31632,24072,0.567859,1,0.074411,1,0.925589,0.138515,0.586725,1.704375,0
3732,2543,0,31631,24073,0.567841,1,0.074413,1,0.925587,0.138519,0.586708,1.704424,0
3733,2543,0,31630,24074,0.567823,1,0.074415,1,0.925585,0.138523,0.586691,1.704474,0
3734,2543,0,31629,24075,0.567805,1,0.074418,1,0.925582,0.138526,0.586674,1.704524,0
3735,2543,0,31628,24076,0.567787,1,0.07442,1,0.92558,0.13853,0.586657,1.704574,0
3736,2543,0,31627,24077,0.567769,1,0.074422,1,0.925578,0.138534,0.58664,1.704624,0
3737,2543,0,31626,24078,0.567751,1,0.074424,1,0.925576,0.138538,0.586622,1.704674,0
3738,2543,0,31625,24079,0.567733,1,0.074426,1,0.925574,0.138542,0.586605,1.704724,0
3739,2543,0,31624,24080,0.567715,1,0.074429,1,0.925571,0.138545,0.586588,1.704774,0
3740,2543,0,31623,24081,0.567697,1,0.074431,1,0.925569,0.138549,0.586571,1.704824,0
3741,2543,0,31622,24082,0.567679,1,0.074433,1,0.925567,0.138553,0.586554,1.704873,0
3742,2543,0,31621,24083,0.567661,1,0.074435,1,0.925565,0.138557,0.586537,1.704923,0
3743,2543,0,31620,24084,0.567643,1,0.074437,1,0.925563,0.13856,0.586519,1.704973,0
3744,2543,0,31619,24085,0.567625,1,0.074439,1,0.925561,0.138564,0.586502,1.705023,0
3745,2543,0,31618,24086,0.567607,1,0.074442,1,0.925558,0.138568,0.586485,1.705073,0
3746,2543,0,31617,24087,0.567589,1,0.074444,1,0.925556,0.138572,0.586468,1.705123,0
3747,2543,0,31616,24088,0.567571,1,0.074446,1,0.925554,0.138576,0.586451,1.705173,0
3748,2543,0,31615,24089,0.567553,1,0.074448,1,0.925552,0.138579,0.586434,1.705223,0
3749,2543,0,31614,24090,0.567536,1,0.07445,1,0.92555,0.138583,0.586416,1.705273,0
3750,2543,0,31613,24091,0.567518,1,0.074453,1,0.925547,0.138587,0.586399,1.705323,0
3751,2543,0,31612,24092,0.5675,1,0.074455,1,0.925545,0.138591,0.586382,1.705373,0
3752,2543,0,31611,24093,0.567482,1,0.074457,1,0.925543,0.138594,0.586365,1.705422,0
3753,2543,0,31610,24094,0.567464,1,0.074459,1,0.925541,0.138598,0.586348,1.705472,0
3754,2543,0,31609,24095,0.567446,1,0.074461,1,0.925539,0.138602,0.586331,1.705522,0
3755,2543,0,31608,24096,0.567428,1,0.074463,1,0.925537,0.138606,0.586313,1.705572,0
3756,2543,0,31607,24097,0.56741,1,0.074466,1,0.925534,0.13861,0.586296,1.705622,0
3757,2543,0,31606,24098,0.567392,1,0.074468,1,0.925532,0.138613,0.586279,1.705672,0
3758,2543,0,31605,24099,0.567374,1,0.07447,1,0.92553,0.138617,0.586262,1.705722,0
3759,2543,0,31604,24100,0.567356,1,0.074472,1,0.925528,0.138621,0.586245,1.705772,0
3760,2543,0,31603,24101,0.567338,1,0.074474,1,0.925526,0.138625,0.586228,1.705822,0
3761,2543,0,31602,24102,0.56732,1,0.074476,1,0.925524,0.138628,0.58621,1.705872,0
3762,2543,0,31601,24103,0.567302,1,0.074479,1,0.925521,0.138632,0.586193,1.705922,0
3763,2543,0,31600,24104,0.567284,1,0.074481,1,0.925519,0.138636,0.586176,1.705972,0
3764,2543,0,31599,24105,0.567266,1,0.074483,1,0.925517,0.13864,0.586159,1.706022,0
3765,2543,0,31598,24106,0.567248,1,0.074485,1,0.925515,0.138644,0.586142,1.706072,0
3766,2543,0,31597,24107,0.56723,1,0.074487,1,0.925513,0.138647,0.586125,1.706122,0
3767,2543,0,31596,24108,0.567212,1,0.07449,1,0.92551,0.138651,0.586107,1.706172,0
3768,2543,0,31595,24109,0.567194,1,0.074492,1,0.925508,0.138655,0.58609,1.706222,0
3769,2543,0,31594,24110,0.567177,1,0.074494,1,0.925506,0.138659,0.586073,1.706272,0
3770,2543,0,31593,24111,0.567159,1,0.074496,1,0.925504,0.138662,0.586056,1.706322,0
3771,2543,0,31592,24112,0.567141,1,0.074498,1,0.925502,0.138666,0.586039,1.706372,0
3772,2543,0,31591,24113,0.567123,1,0.0745,1,0.9255,0.13867,0.586022,1.706422,0
3773,2543,0,31590,24114,0.567105,1,0.074503,1,0.925497,0.138674,0.586004,1.706472,0
3774,2543,0,31589,24115,0.567087,1,0.074505,1,0.925495,0.138678,0.585987,1.706522,0
3775,2543,0,31588,24116,0.567069,1,0.074507,1,0.925493,0.138681,0.58597,1.706572,0
3776,2543,0,31587,24117,0.567051,1,0.074509,1,0.925491,0.138685,0.585953,1.706622,0
3777,2543,0,31586,24118,0.567033,1,0.074511,1,0.925489,0.138689,0.585936,1.706672,0
3778,2543,0,31585,24119,0.567015,1,0.074514,1,0.925486,0.138693,0.585919,1.706722,0
3779,2543,0,31584,24120,0.566997,1,0.074516,1,0.925484,0.138696,0.585901,1.706772,0
3780,2543,0,31583,24121,0.566979,1,0.074518,1,0.925482,0.1387,0.585884,1.706822,0
3781,2543,0,31582,24122,0.566961,1,0.07452,1,0.92548,0.138704,0.585867,1.706872,0
3782,2543,0,31581,24123,0.566943,1,0.074522,1,0.925478,0.138708,0.58585,1.706922,0
3783,2543,0,31580,24124,0.566925,1,0.074525,1,0.925475,0.138712,0.585833,1.706972,0
3784,2543,0,31579,24125,0.566907,1,0.074527,1,0.925473,0.138715,0.585816,1.707022,0
3785,2543,0,31578,24126,0.566889,1,0.074529,1,0.925471,0.138719,0.585798,1.707072,0
3786,2543,0,31577,24127,0.566871,1,0.074531,1,0.925469,0.138723,0.585781,1.707122,0
3787,2543,0,31576,24128,0.566853,1,0.074533,1,0.925467,0.138727,0.585764,1.707172,0
3788,2543,0,31575,24129,0.566835,1,0.074535,1,0.925465,0.138731,0.585747,1.707222,0
3789,2543,0,31574,24130,0.566817,1,0.074538,1,0.925462,0.138734,0.58573,1.707272,0
3790,2543,0,31573,24131,0.5668,1,0.07454,1,0.92546,0.138738,0.585713,1.707322,0
3791,2543,0,31572,24132,0.566782,1,0.074542,1,0.925458,0.138742,0.585695,1.707372,0
3792,2543,0,31571,24133,0.566764,1,0.074544,1,0.925456,0.138746,0.585678,1.707422,0
3793,2543,0,31570,24134,0.566746,1,0.074546,1,0.925454,0.138749,0.585661,1.707472,0
3794,2543,0,31569,24135,0.566728,1,0.074549,1,0.925451,0.138753,0.585644,1.707522,0
3795,2543,0,31568,24136,0.56671,1,0.074551,1,0.925449,0.138757,0.585627,1.707572,0
3796,2543,0,31567,24137,0.566692,1,0.074553,1,0.925447,0.138761,0.58561,1.707622,0
3797,2543,0,31566,24138,0.566674,1,0.074555,1,0.925445,0.138765,0.585592,1.707672,0
3798,2543,0,31565,24139,0.566656,1,0.074557,1,0.925443,0.138768,0.585575,1.707723,0
3799,2543,0,31564,24140,0.566638,1,0.074559,1,0.925441,0.138772,0.585558,1.707773,0
3800,2543,0,31563,24141,0.56662,1,0.074562,1,0.925438,0.138776,0.585541,1.707823,0
3801,2543,0,31562,24142,0.566602,1,0.074564,1,0.925436,0.13878,0.585524,1.707873,0
3802,2543,0,31561,24143,0.566584,1,0.074566,1,0.925434,0.138784,0.585507,1.707923,0
3803,2543,0,31560,24144,0.566566,1,0.074568,1,0.925432,0.138787,0.585489,1.707973,0
3804,2543,0,31559,24145,0.566548,1,0.07457,1,0.92543,0.138791,0.585472,1.708023,0
3805,2543,0,31558,24146,0.56653,1,0.074573,1,0.925427,0.138795,0.585455,1.708073,0
3806,2543,0,31557,24147,0.566512,1,0.074575,1,0.925425,0.138799,0.585438,1.708123,0
3807,2543,0,31556,24148,0.566494,1,0.074577,1,0.925423,0.138802,0.585421,1.708173,0
3808,2543,0,31555,24149,0.566476,1,0.074579,1,0.925421,0.138806,0.585404,1.708223,0
3809,2543,0,31554,24150,0.566458,1,0.074581,1,0.925419,0.13881,0.585386,1.708273,0
3810,2543,0,31553,24151,0.56644,1,0.074584,1,0.925416,0.138814,0.585369,1.708324,0
3811,2543,0,31552,24152,0.566423,1,0.074586,1,0.925414,0.138818,0.585352,1.708374,0
3812,2543,0,31551,24153,0.566405,1,0.074588,1,0.925412,0.138821,0.585335,1.708424,0
3813,2543,0,31550,24154,0.566387,1,0.07459,1,0.92541,0.138825,0.585318,1.708474,0
3814,2543,0,31549,24155,0.566369,1,0.074592,1,0.925408,0.138829,0.585301,1.708524,0
3815,2543,0,31548,24156,0.566351,1,0.074594,1,0.925406,0.138833,0.585283,1.708574,0
3816,2543,0,31547,24157,0.566333,1,0.074597,1,0.925403,0.138837,0.585266,1.708624,0
3817,2543,0,31546,24158,0.566315,1,0.074599,1,0.925401,0.13884,0.585249,1.708674,0
3818,2543,0,31545,24159,0.566297,1,0.074601,1,0.925399,0.138844,0.585232,1.708724,0
3819,2543,0,31544,24160,0.566279,1,0.074603,1,0.925397,0.138848,0.585215,1.708775,0
3820,2543,0,31543,24161,0.566261,1,0.074605,1,0.925395,0.138852,0.585198,1.708825,0
3821,2543,0,31542,24162,0.566243,1,0.074608,1,0.925392,0.138856,0.58518,1.708875,0
3822,2543,0,31541,24163,0.566225,1,0.07461,1,0.92539,0.138859,0.585163,1.708925,0
3823,2543,0,31540,24164,0.566207,1,0.074612,1,0.925388,0.138863,0.585146,1.708975,0
3824,2543,0,31539,24165,0.566189,1,0.074614,1,0.925386,0.138867,0.585129,1.709025,0
3825,2543,0,31538,24166,0.566171,1,0.074616,1,0.925384,0.138871,0.585112,1.709075,0
3826,2543,0,31537,24167,0.566153,1,0.074619,1,0.925381,0.138874,0.585095,1.709126,0
3827,2543,0,31536,24168,0.566135,1,0.074621,1,0.925379,0.138878,0.585077,1.709176,0
3828,2543,0,31535,24169,0.566117,1,0.074623,1,0.925377,0.138882,0.58506,1.709226,0
3829,2543,0,31534,24170,0.566099,1,0.074625,1,0.925375,0.138886,0.585043,1.709276,0
3830,2543,0,31533,24171,0.566081,1,0.074627,1,0.925373,0.13889,0.585026,1.709326,0
3831,2543,0,31532,24172,0.566063,1,0.074629,1,0.925371,0.138893,0.585009,1.709376,0
3832,2543,0,31531,24173,0.566046,1,0.074632,1,0.925368,0.138897,0.584992,1.709427,0
3833,2543,0,31530,24174,0.566028,1,0.074634,1,0.925366,0.138901,0.584974,1.709477,0
3834,2543,0,31529,24175,0.56601,1,0.074636,1,0.925364,0.138905,0.584957,1.709527,0
3835,2543,0,31528,24176,0.565992,1,0.074638,1,0.925362,0.138909,0.58494,1.709577,0
3836,2543,0,31527,24177,0.565974,1,0.07464,1,0.92536,0.138912,0.584923,1.709627,0
3837,2543,0,31526,24178,0.565956,1,0.074643,1,0.925357,0.138916,0.584906,1.709677,0
3838,2543,0,31525,24179,0.565938,1,0.074645,1,0.925355,0.13892,0.584888,1.709728,0
3839,2543,0,31524,24180,0.56592,1,0.074647,1,0.925353,0.138924,0.584871,1.709778,0
3840,2543,0,31523,24181,0.565902,1,0.074649,1,0.925351,0.138928,0.584854,1.709828,0
3841,2543,0,31522,24182,0.565884,1,0.074651,1,0.925349,0.138931,0.584837,1.709878,0
3842,2543,0,31521,24183,0.565866,1,0.074654,1,0.925346,0.138935,0.58482,1.709928,0
3843,2543,0,31520,24184,0.565848,1,0.074656,1,0.925344,0.138939,0.584803,1.709979,0
3844,2543,0,31519,24185,0.56583,1,0.074658,1,0.925342,0.138943,0.584785,1.710029,0
3845,2543,0,31518,24186,0.565812,1,0.07466,1,0.92534,0.138947,0.584768,1.710079,0
3846,2543,0,31517,24187,0.565794,1,0.074662,1,0.925338,0.13895,0.584751,1.710129,0
3847,2543,0,31516,24188,0.565776,1,0.074665,1,0.925335,0.138954,0.584734,1.710179,0
3848,2543,0,31515,24189,0.565758,1,0.074667,1,0.925333,0.138958,0.584717,1.71023,0
3849,2543,0,31514,24190,0.56574,1,0.074669,1,0.925331,0.138962,0.5847,1.71028,0
3850,2543,0,31513,24191,0.565722,1,0.074671,1,0.925329,0.138966,0.584682,1.71033,0
3851,2543,0,31512,24192,0.565704,1,0.074673,1,0.925327,0.138969,0.584665,1.71038,0
3852,2543,0,31511,24193,0.565686,1,0.074676,1,0.925324,0.138973,0.584648,1.71043,0
3853,2543,0,31510,24194,0.565669,1,0.074678,1,0.925322,0.138977,0.584631,1.710481,0
3854,2543,0,31509,24195,0.565651,1,0.07468,1,0.92532,0.138981,0.584614,1.710531,0
3855,2543,0,31508,24196,0.565633,1,0.074682,1,0.925318,0.138985,0.584597,1.710581,0
3856,2543,0,31507,24197,0.565615,1,0.074684,1,0.925316,0.138988,0.584579,1.710631,0
3857,2543,0,31506,24198,0.565597,1,0.074686,1,0.925314,0.138992,0.584562,1.710682,0
3858,2543,0,31505,24199,0.565579,1,0.074689,1,0.925311,0.138996,0.584545,1.710732,0
3859,2543,0,31504,24200,0.565561,1,0.074691,1,0.925309,0.139,0.584528,1.710782,0
3860,2543,0,31503,24201,0.565543,1,0.074693,1,0.925307,0.139004,0.584511,1.710832,0
3861,2543,0,31502,24202,0.565525,1,0.074695,1,0.925305,0.139007,0.584494,1.710883,0
3862,2543,0,31501,24203,0.565507,1,0.074697,1,0.925303,0.139011,0.584476,1.710933,0
3863,2543,0,31500,24204,0.565489,1,0.0747,1,0.9253,0.139015,0.584459,1.710983,0
3864,2543,0,31499,24205,0.565471,1,0.074702,1,0.925298,0.139019,0.584442,1.711033,0
3865,2543,0,31498,24206,0.565453,1,0.074704,1,0.925296,0.139023,0.584425,1.711084,0
3866,2543,0,31497,24207,0.565435,1,0.074706,1,0.925294,0.139026,0.584408,1.711134,0
3867,2543,0,31496,24208,0.565417,1,0.074708,1,0.925292,0.13903,0.584391,1.711184,0
3868,2543,0,31495,24209,0.565399,1,0.074711,1,0.925289,0.139034,0.584373,1.711235,0
3869,2543,0,31494,24210,0.565381,1,0.074713,1,0.925287,0.139038,0.584356,1.711285,0
3870,2543,0,31493,24211,0.565363,1,0.074715,1,0.925285,0.139042,0.584339,1.711335,0
3871,2543,0,31492,24212,0.565345,1,0.074717,1,0.925283,0.139045,0.584322,1.711385,0
3872,2543,0,31491,24213,0.565327,1,0.074719,1,0.925281,0.139049,0.584305,1.711436,0
3873,2543,0,31490,24214,0.565309,1,0.074722,1,0.925278,0.139053,0.584288,1.711486,0
3874,2543,0,31489,24215,0.565292,1,0.074724,1,0.925276,0.139057,0.58427,1.711536,0
3875,2543,0,31488,24216,0.565274,1,0.074726,1,0.925274,0.139061,0.584253,1.711586,0
3876,2543,0,31487,24217,0.565256,1,0.074728,1,0.925272,0.139064,0.584236,1.711637,0
3877,2543,0,31486,24218,0.565238,1,0.07473,1,0.92527,0.139068,0.584219,1.711687,0
3878,2543,0,31485,24219,0.56522,1,0.074733,1,0.925267,0.139072,0.584202,1.711737,0
3879,2543,0,31484,24220,0.565202,1,0.074735,1,0.925265,0.139076,0.584185,1.711788,0
3880,2543,0,31483,24221,0.565184,1,0.074737,1,0.925263,0.13908,0.584167,1.711838,0
3881,2543,0,31482,24222,0.565166,1,0.074739,1,0.925261,0.139083,0.58415,1.711888,0
3882,2543,0,31481,24223,0.565148,1,0.074741,1,0.925259,0.139087,0.584133,1.711939,0
3883,2543,0,31480,24224,0.56513,1,0.074744,1,0.925256,0.139091,0.584116,1.711989,0
3884,2543,0,31479,24225,0.565112,1,0.074746,1,0.925254,0.139095,0.584099,1.712039,0
3885,2543,0,31478,24226,0.565094,1,0.074748,1,0.925252,0.139099,0.584082,1.71209,0
3886,2543,0,31477,24227,0.565076,1,0.07475,1,0.92525,0.139102,0.584064,1.71214,0
3887,2543,0,31476,24228,0.565058,1,0.074752,1,0.925248,0.139106,0.584047,1.71219,0
3888,2543,0,31475,24229,0.56504,1,0.074755,1,0.925245,0.13911,0.58403,1.712241,0
3889,2543,0,31474,24230,0.565022,1,0.074757,1,0.925243,0.139114,0.584013,1.712291,0
3890,2543,0,31473,24231,0.565004,1,0.074759,1,0.925241,0.139118,0.583996,1.712341,0
3891,2543,0,31472,24232,0.564986,1,0.074761,1,0.925239,0.139121,0.583979,1.712392,0
3892,2543,0,31471,24233,0.564968,1,0.074763,1,0.925237,0.139125,0.583961,1.712442,0
3893,2543,0,31470,24234,0.56495,1,0.074766,1,0.925234,0.139129,0.583944,1.712492,0
3894,2543,0,31469,24235,0.564933,1,0.074768,1,0.925232,0.139133,0.583927,1.712543,0
3895,2543,0,31468,24236,0.564915,1,0.07477,1,0.92523,0.139137,0.58391,1.712593,0
3896,2543,0,31467,24237,0.564897,1,0.074772,1,0.925228,0.13914,0.583893,1.712643,0
3897,2543,0,31466,24238,0.564879,1,0.074774,1,0.925226,0.139144,0.583876,1.712694,0
3898,2543,0,31465,24239,0.564861,1,0.074777,1,0.925223,0.139148,0.583858,1.712744,0
3899,2543,0,31464,24240,0.564843,1,0.074779,1,0.925221,0.139152,0.583841,1.712794,0
3900,2543,0,31463,24241,0.564825,1,0.074781,1,0.925219,0.139156,0.583824,1.712845,0
3901,2543,0,31462,24242,0.564807,1,0.074783,1,0.925217,0.139159,0.583807,1.712895,0
3902,2543,0,31461,24243,0.564789,1,0.074785,1,0.925215,0.139163,0.58379,1.712946,0
3903,2543,0,31460,24244,0.564771,1,0.074788,1,0.925212,0.139167,0.583773,1.712996,0
3904,2543,0,31459,24245,0.564753,1,0.07479,1,0.92521,0.139171,0.583755,1.713046,0
3905,2543,0,31458,24246,0.564735,1,0.074792,1,0.925208,0.139175,0.583738,1.713097,0
3906,2543,0,31457,24247,0.564717,1,0.074794,1,0.925206,0.139179,0.583721,1.713147,0
3907,2543,0,31456,24248,0.564699,1,0.074796,1,0.925204,0.139182,0.583704,1.713197,0
3908,2543,0,31455,24249,0.564681,1,0.074799,1,0.925201,0.139186,0.583687,1.713248,0
3909,2543,0,31454,24250,0.564663,1,0.074801,1,0.925199,0.13919,0.58367,1.713298,0
3910,2543,0,31453,24251,0.564645,1,0.074803,1,0.925197,0.139194,0.583652,1.713349,0
3911,2543,0,31452,24252,0.564627,1,0.074805,1,0.925195,0.139198,0.583635,1.713399,0
3912,2543,0,31451,24253,0.564609,1,0.074807,1,0.925193,0.139201,0.583618,1.713449,0
3913,2543,0,31450,24254,0.564591,1,0.07481,1,0.92519,0.139205,0.583601,1.7135,0
3914,2543,0,31449,24255,0.564573,1,0.074812,1,0.925188,0.139209,0.583584,1.71355,0
3915,2543,0,31448,24256,0.564556,1,0.074814,1,0.925186,0.139213,0.583567,1.713601,0
3916,2543,0,31447,24257,0.564538,1,0.074816,1,0.925184,0.139217,0.583549,1.713651,0
3917,2543,0,31446,24258,0.56452,1,0.074818,1,0.925182,0.13922,0.583532,1.713701,0
3918,2543,0,31445,24259,0.564502,1,0.074821,1,0.925179,0.139224,0.583515,1.713752,0
3919,2543,0,31444,24260,0.564484,1,0.074823,1,0.925177,0.139228,0.583498,1.713802,0
3920,2543,0,31443,24261,0.564466,1,0.074825,1,0.925175,0.139232,0.583481,1.713853,0
3921,2543,0,31442,24262,0.564448,1,0.074827,1,0.925173,0.139236,0.583464,1.713903,0
3922,2543,0,31441,24263,0.56443,1,0.074829,1,0.925171,0.139239,0.583446,1.713954,0
3923,2543,0,31440,24264,0.564412,1,0.074832,1,0.925168,0.139243,0.583429,1.714004,0
3924,2543,0,31439,24265,0.564394,1,0.074834,1,0.925166,0.139247,0.583412,1.714054,0
3925,2543,0,31438,24266,0.564376,1,0.074836,1,0.925164,0.139251,0.583395,1.714105,0
3926,2543,0,31437,24267,0.564358,1,0.074838,1,0.925162,0.139255,0.583378,1.714155,0
3927,2543,0,31436,24268,0.56434,1,0.07484,1,0.92516,0.139259,0.583361,1.714206,0
3928,2543,0,31435,24269,0.564322,1,0.074843,1,0.925157,0.139262,0.583343,1.714256,0
3929,2543,0,31434,24270,0.564304,1,0.074845,1,0.925155,0.139266,0.583326,1.714307,0
3930,2543,0,31433,24271,0.564286,1,0.074847,1,0.925153,0.13927,0.583309,1.714357,0
3931,2543,0,31432,24272,0.564268,1,0.074849,1,0.925151,0.139274,0.583292,1.714408,0
3932,2543,0,31431,24273,0.56425,1,0.074851,1,0.925149,0.139278,0.583275,1.714458,0
3933,2543,0,31430,24274,0.564232,1,0.074854,1,0.925146,0.139281,0.583258,1.714509,0
3934,2543,0,31429,24275,0.564214,1,0.074856,1,0.925144,0.139285,0.58324,1.714559,0
3935,2543,0,31428,24276,0.564196,1,0.074858,1,0.925142,0.139289,0.583223,1.71461,0
3936,2543,0,31427,24277,0.564179,1,0.07486,1,0.92514,0.139293,0.583206,1.71466,0
3937,2543,0,31426,24278,0.564161,1,0.074862,1,0.925138,0.139297,0.583189,1.71471,0
3938,2543,0,31425,24279,0.564143,1,0.074865,1,0.925135,0.1393,0.583172,1.714761,0
3939,2543,0,31424,24280,0.564125,1,0.074867,1,0.925133,0.139304,0.583154,1.714811,0
3940,2543,0,31423,24281,0.564107,1,0.074869,1,0.925131,0.139308,0.583137,1.714862,0
3941,2543,0,31422,24282,0.564089,1,0.074871,1,0.925129,0.139312,0.58312,1.714912,0
3942,2543,0,31421,24283,0.564071,1,0.074873,1,0.925127,0.139316,0.583103,1.714963,0
3943,2543,0,31420,24284,0.564053,1,0.074876,1,0.925124,0.13932,0.583086,1.715013,0
3944,2543,0,31419,24285,0.564035,1,0.074878,1,0.925122,0.139323,0.583069,1.715064,0
3945,2543,0,31418,24286,0.564017,1,0.07488,1,0.92512,0.139327,0.583051,1.715114,0
3946,2543,0,31417,24287,0.563999,1,0.074882,1,0.925118,0.139331,0.583034,1.715165,0
3947,2543,0,31416,24288,0.563981,1,0.074884,1,0.925116,0.139335,0.583017,1.715215,0
3948,2543,0,31415,24289,0.563963,1,0.074887,1,0.925113,0.139339,0.583,1.715266,0
3949,2543,0,31414,24290,0.563945,1,0.074889,1,0.925111,0.139342,0.582983,1.715316,0
3950,2543,0,31413,24291,0.563927,1,0.074891,1,0.925109,0.139346,0.582966,1.715367,0
3951,2543,0,31412,24292,0.563909,1,0.074893,1,0.925107,0.13935,0.582948,1.715417,0
3952,2543,0,31411,24293,0.563891,1,0.074895,1,0.925105,0.139354,0.582931,1.715468,0
3953,2543,0,31410,24294,0.563873,1,0.074898,1,0.925102,0.139358,0.582914,1.715519,0
3954,2543,0,31409,24295,0.563855,1,0.0749,1,0.9251,0.139362,0.582897,1.715569,0
3955,2543,0,31408,24296,0.563837,1,0.074902,1,0.925098,0.139365,0.58288,1.71562,0
3956,2543,0,31407,24297,0.563819,1,0.074904,1,0.925096,0.139369,0.582863,1.71567,0
3957,2543,0,31406,24298,0.563802,1,0.074906,1,0.925094,0.139373,0.582845,1.715721,0
3958,2543,0,31405,24299,0.563784,1,0.074909,1,0.925091,0.139377,0.582828,1.715771,0
3959,2543,0,31404,24300,0.563766,1,0.074911,1,0.925089,0.139381,0.582811,1.715822,0
3960,2543,0,31403,24301,0.563748,1,0.074913,1,0.925087,0.139384,0.582794,1.715872,0
3961,2543,0,31402,24302,0.56373,1,0.074915,1,0.925085,0.139388,0.582777,1.715923,0
3962,2543,0,31401,24303,0.563712,1,0.074918,1,0.925082,0.139392,0.58276,1.715973,0
3963,2543,0,31400,24304,0.563694,1,0.07492,1,0.92508,0.139396,0.582742,1.716024,0
3964,2543,0,31399,24305,0.563676,1,0.074922,1,0.925078,0.1394,0.582725,1.716074,0
3965,2543,0,31398,24306,0.563658,1,0.074924,1,0.925076,0.139404,0.582708,1.716125,0
3966,2543,0,31397,24307,0.56364,1,0.074926,1,0.925074,0.139407,0.582691,1.716176,0
3967,2543,0,31396,24308,0.563622,1,0.074929,1,0.925071,0.139411,0.582674,1.716226,0
3968,2543,0,31395,24309,0.563604,1,0.074931,1,0.925069,0.139415,0.582657,1.716277,0
3969,2543,0,31394,24310,0.563586,1,0.074933,1,0.925067,0.139419,0.582639,1.716327,0
3970,2543,0,31393,24311,0.563568,1,0.074935,1,0.925065,0.139423,0.582622,1.716378,0
3971,2543,0,31392,24312,0.56355,1,0.074937,1,0.925063,0.139427,0.582605,1.716428,0
3972,2543,0,31391,24313,0.563532,1,0.07494,1,0.92506,0.13943,0.582588,1.716479,0
3973,2543,0,31390,24314,0.563514,1,0.074942,1,0.925058,0.139434,0.582571,1.71653,0
3974,2543,0,31389,24315,0.563496,1,0.074944,1,0.925056,0.139438,0.582554,1.71658,0
3975,2543,0,31388,24316,0.563478,1,0.074946,1,0.925054,0.139442,0.582536,1.716631,0
3976,2543,0,31387,24317,0.56346,1,0.074948,1,0.925052,0.139446,0.582519,1.716681,0
3977,2543,0,31386,24318,0.563442,1,0.074951,1,0.925049,0.139449,0.582502,1.716732,0
